ID;Nom startup;description fr;description en;web;creation;Dirigeants;Nbr employes;employeesref;Code postal;Région;Logo;A levé des fonds;Souhaite levé des fonds;Récompensé;enregistré le;Id video youtube;internationale;Pays;facebook;twitter;linkedin;type;filter_types_1;filter_types_2;filter_types_3;filter_clients_1;filter_clients_2;filter_clients_3;filter_clients_4;filter_clients_5;filter_clients_6;filter_services_1;filter_services_2;filter_services_3;filter_services_4;filter_services_5;filter_services_6;filter_services_7;filter_services_8;filter_services_9;filter_secteurs_1;filter_secteurs_2;filter_secteurs_3;filter_tech_1;filter_tech_2;filter_tech_3;filter_tech_4;filter_tech_5;filter_tech_6;filter_tech_7;filter_tech_8;filter_tech_9;filter_tech_10;filter_tech_11;filter_tech_12;filter_tech_13;users_1;users_2;users_3;users_4;users_5;users_6;users_7;users_8
134;IONISx;IONISx est la plateforme de formation en ligne du Groupe IONIS, leader de l'enseignement supérieur privé en France. Accessible sur tous les supports numériques, IONISx permet de suivre des cursus diplômants 100% online des grandes écoles du Groupe IONIS qui répondent aux besoins du marché de l'emploi.;IONISx is the digital learning platform of IONIS Education Group, leader of private higher education in France. Accessible on all digital media, IONISx makes it possible to follow online Executive Education Programs to acquire new skills, gain leadership and accelerate your career.;https://ionisx.com;2013;Marc Sellam, Isabelle Druet;1-5;3;75000;IDF;uploads/logo/ionisx_logo.jpg;0;0;0;2018-02-16 15:24:50;;;;;;https://fr.linkedin.com/in/bibrahim;Start-up/PME;;Start-up/PME;;;Entreprises;Particuliers;Organismes de formation;;;Outils de gestion pour enseigner et former;;Formation à des compétences techniques;;;;;;;;;Formation tout au long de la vie;Contenus innovants;;Solutions de distribution;;Learning Management System / CMS;;;;;;;;;;;;;;Particuliers;Individus en emploi;Individus en reconversion ou sans emploi
135;IREKIPLAY;"Irekiplay est le 1er site entièrement dédié au jeu ouvert (open-ended play), un concept anglo-saxon qui décrit une catégorie de jouets sans règles pré-établies qui font appel à la créativité naturelle, l'imagination et l'inventivité des enfants. C'est un mouvement créatif pour les enfants, parents et enseignants.
Boutique en ligne + labs pour les 3-12 ans.
Nos labs créatifs (ateliers nouvelle génération) sont des lieux où l’enfant découvre, expérimente, échoue, réessaye, explore et partage.";"Irekiplay is the first French website entirely dedicated to open-ended play. We offer toys which focus on children's natural creativity and imagination.
It's a creative movement for kids, parents and educators.
Online toy shop + labs for kids 3 to 12.
Our creative labs (new generation workshops) are a place where kids can discover, experiment, fail, try again, explore and share.";http://www.irekiplay.com;2016;Murielle Noiriel;1-5;1;72230;PDLL;uploads/logo/irekiplay_logo.jpg;1;0;1;2018-02-16 15:24:50;;;;;;https://fr.linkedin.com/in/muriellenoiriel;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;Particuliers;;Services publics ou associations;;;;;;;Activités extra-scolaires et développement personnel;;;Autres;Scolaire & parascolaire;;;;;;;;;;;;Supports / équipements;;;Autres;Élèves de maternelle;Élèves du CP à la terminale;;;Établissement et professionnels de l'enseignement;Particuliers;;
136;isi;"Publication numérique en ePub3.

Notre plateforme ISIcrunch convertit et permet l'enrichissement des ePub3 de la manière la plus simple.

Intégrée dans les flux de production de nos clients, notre plateforme gère des volumes très importants, et nous recrutons des partenaires pour produire les ePub avec nos produits.";"ISI is a pioneer in the field of digital publishing.

ISIcrunch makes any content available on any open platform, reader or device, and transform PDF into rich, interactive and powerful EPUB3.";http://www.isicrunch.com;2003;Vincent Wartelle, Jérôme Mettefeu;1-5;1;91440;IDF;uploads/logo/isi_logo.jpg;1;0;0;2018-02-16 15:24:50;;;;;;https://fr.linkedin.com/in/vincentwartelle;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;;Organismes de formation;Services publics ou associations;;Outils de gestion pour enseigner et former;Formation à des compétences numériques;;Formation académique;;;Services pour publics à besoins éducatifs particuliers ;;;Scolaire & parascolaire;Enseignement Supérieur;Formation tout au long de la vie;Contenus innovants;;Solutions de distribution;;;;;Technologies de back / middle office, connections;;;;;;;Élèves du CP à la terminale;Étudiants;Apprentis et étudiants en voie professionnelle;Établissement et professionnels de l'enseignement;;;
137;Isograd;Evaluer et certifier les compétences informatiques. Le TOSA est un standard international de certification délivrant un score sur une échelle de 1 à 1000 mesurant les compétences d'un individu sur les principaux logiciels bureautiques (Word, Excel, Powerpoint...), de PAO (Photoshop, InDesign, Illustrator) et digitales (DigComp);Assess and certify IT Skills. The TOSA certification exam is the European leading certification exam on desktop applications. It is available on TOSA Dekstop (Word, Excel, Powerpoint..) and TOSA Digital Skills (Photoshop, Illustrator, DigComp). The certification exam delivers a score on a 1 to 1000 points scale and the candidate can add his score to his resume or LinkedIn profile.;http://www.isograd.com;2010;Marc Alperovitch;11-20;2;75002;IDF;uploads/logo/isograd_logo.jpg;1;0;1;2018-02-16 15:24:50;;1;Canada , Pays-Bas , États-Unis;;;;Start-up/PME;;Start-up/PME;;Enseignants & établissements;;;Organismes de formation;;;;Formation à des compétences numériques;Formation à des compétences techniques;;;;;;;;Enseignement Supérieur;Formation tout au long de la vie;;;;Adaptive learning;;;;Technologies de back / middle office, connections;;;;;;;;Étudiants;;;;Individus en emploi;Individus en reconversion ou sans emploi
138;ITOP EDUCATION;Solutions et services numériques pour l'éducation;Solutions and services for K12;http://www.itopeducation.com;2003;Hervé Borredon, Nicolas Collet;1-5;6;91190;IDF;uploads/logo/itop education_logo.jpg;1;0;1;2018-02-16 15:24:51;;;;;;;Start-up/PME;;Start-up/PME;;Enseignants & établissements;;;;Services publics ou associations;;Outils de gestion pour enseigner et former;;;Formation académique;;;;;;Scolaire & parascolaire;;;Contenus innovants;;Solutions de distribution;Adaptive learning;Learning Management System / CMS;Social media / outils de collaboration;Plateforme d'agrégation et distribution de services;;;;;;;;Élèves du CP à la terminale;;Apprentis et étudiants en voie professionnelle;Établissement et professionnels de l'enseignement;Particuliers;;
139;iWips;"iWips a pour objectif d’améliorer l’efficacité de formations en management grâce aux TICE et des approches pédagogiques innovantes. 
Nous plaçons l’innovation au cœur de nos réflexions et proposons à nos clients (grandes écoles, universités et entreprises) des solutions de : digitalisation de formation, 
(co)construction de parcours pédagogiques en blended learning, création et animation de communautés d'apprenants, ou encore de conception d'animations présentielles ""augmentées"".";"iWips aims to improve the effectiveness of management training through ICT and innovative pedagogical approaches.
We place innovation at the heart of our reflection and propose to our customers (grandes écoles, universities and companies) solutions like: training digitization,
blended learning curriculums construction, learning communities creation and animation, or ""augmented"" face-to-face training design.";http://www.iwips.fr;2012;Caroline Vène, Pierre Jammes;1-5;1;75006;IDF;uploads/logo/iwips_logo.jpg;0;0;0;2018-02-16 15:24:51;;;;;;;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;;Organismes de formation;Services publics ou associations;;;Formation à des compétences numériques;Formation à des compétences techniques;;;;Services pour publics à besoins éducatifs particuliers ;;Autres;;Enseignement Supérieur;Formation tout au long de la vie;Contenus innovants;;;;;Social media / outils de collaboration;;;Blended learning;;;;;;;Étudiants;;Établissement et professionnels de l'enseignement;;Individus en emploi;
140;JobIRL;1er réseau social d'orientation qui connecte les 14-25 ans et les pros. Déjà 40 000 membres. Des programmes dans les collèges, lycées et associations d'insertion pour aider les jeunes éloignés de l'entreprise.;A social network for the career guidance of teenagers and students.;jobirl.com;2013;Christelle Meslé-Génin;1-5;2;92300;IDF;uploads/logo/jobirl_logo.jpg;0;1;1;2018-02-16 15:24:51;;;;https://www.facebook.com/jobirl/;https://twitter.com/jobirl;https://www.linkedin.com/in/christellemeslegenin/;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;;Organismes de formation;Services publics ou associations;;;Formation à des compétences numériques;;;;Activités extra-scolaires et développement personnel;;Orientation et Insertion Professionnelle;;Scolaire & parascolaire;Enseignement Supérieur;Formation tout au long de la vie;Contenus innovants;;;;;Social media / outils de collaboration;;Technologies de back / middle office, connections;;;;;;;Élèves du CP à la terminale;Étudiants;Apprentis et étudiants en voie professionnelle;Établissement et professionnels de l'enseignement;;;Individus en reconversion ou sans emploi
141;JobTeaser;Préparer la nouvelle génération à révéler tout son potentiel pour s’accomplir et en faire bénéficier la société. Nous y parvenons en travaillant main dans la main avec les recruteurs et les acteurs de l'éducation supérieure dans toute l'Europe.;At JobTeaser, we prepare the new generation to reach their full potential, embrace the future with optimism and make their mark in the world. We do it in a very collaborative way, in partnership with recruiters and companies, as well as the entire European education ecosystem.;http://www.jobteaser.com;2008;Adrien Ledoux, Nicolas Lombard;>100;5;75009;IDF;uploads/logo/1567598084.png;1;1;0;2018-02-16 15:24:52;https://vimeo.com/297992146;1;Autriche , Belgique , République Tchèque , France , Allemagne , Grèce , Irlande , Italie , Luxembourg , Pays-Bas , Norvège , Pologne , Portugal , Roumanie , Espagne , Suède , Suisse , Émirats Arabes Unis , Royaume-Uni;;;https://www.linkedin.com/company/jobteaser;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;Particuliers;;;;;;;;;;;Orientation et Insertion Professionnelle;Autres;;Enseignement Supérieur;;Contenus innovants;;;;;;Plateforme d'agrégation et distribution de services;;;;;;;;;Étudiants;;Établissement et professionnels de l'enseignement;;;
142;Kalyzée;Jeune Entreprise Innovante, Kalyzée est une entreprise de technologie qui conçoit, développe et commercialise des solutions audiovisuelles d'enregistrement et de diffusion (streaming) pour le marché des professionnels de la formation, de la collaboration et de l'événementiel.;kalyzee is a technology company that designs and develops video recording/broadcasting/Streaming solutions for professional markets.;http://www.kalyzee.com;2014;Stéphane Barbati, Ludovic Bouguerra, Christian Surace;1-5;1;13100;PACA;uploads/logo/1547918083.png;1;1;0;2018-02-16 15:24:52;https://www.youtube.com/watch?v=yiCQcsQBixg&t=52s;1;Belgique , France;https://www.facebook.com/kalyzee/;https://twitter.com/kalyzee;https://www.linkedin.com/company/2839284/;Start-up/PME;;Start-up/PME;;Enseignants & établissements;;;;;;Outils de gestion pour enseigner et former;;;Formation académique;;;;;;;Enseignement Supérieur;;;;Solutions de distribution;;;;;Technologies de back / middle office, connections;;Supports / équipements;;;Autres;;;;;Établissement et professionnels de l'enseignement;;;
143;Kartable;Kartable est une plateforme de révisions et d'apprentissage scolaire destinée aux élèves du secondaire.;Kartable is a learning platform targeting secondary school students.;https://www.kartable.fr;2013;Julien Cohen-Solal, Sarah Besnaïnou;1-5;4;75011;IDF;uploads/logo/kartable_logo.jpg;1;0;0;2018-02-16 15:24:52;;;;;;;Start-up/PME;;Start-up/PME;;;;Particuliers;;;;;;;Formation académique;Services aux familles et étudiants;;;;;Scolaire & parascolaire;;;Contenus innovants;;;Adaptive learning;;;;;;;;;;;Élèves du CP à la terminale;;;;;;
144;KEED;Keed offre aux parents et familles une plateforme dédiée aux souvenirs de leurs enfants afin de les revaloriser et les faire vivre au delà des écrans.;Keed offers a unique solution to help parents and families to care about their kids memories and to easily transform them into qualitative memory books.;http://www.hellokeed.com;2015;Tiphaine Beguinot, Aurélia Zambon;1-5;1;75000;IDF;uploads/logo/keed_logo.jpg;0;0;0;2018-02-16 15:24:52;;;;;;;Start-up/PME;;Start-up/PME;;;;Particuliers;;;;;Formation à des compétences numériques;;;;;;;;Scolaire & parascolaire;;;;;;;;Social media / outils de collaboration;;;;;;;;;;;;;Particuliers;;
145;Keups;Editer des applications éducatives;Education apps creation;http://www.Keups.com;2015;;1-5;1;92300;IDF;uploads/logo/keups_logo.jpg;0;0;0;2018-02-16 15:24:53;;;;;;;Start-up/PME;;Start-up/PME;;Enseignants & établissements;;Particuliers;;;;;;;;Services aux familles et étudiants;;;;;Scolaire & parascolaire;;;;Serious game / learning apps;;;;;;;;;;;;;Élèves du CP à la terminale;;;;Particuliers;;
146;KidizzApp;Application Web et mobile permettant de partager toutes sortes de documents (Photos, Vidéos, informations...) entre les professionnels de la petite enfance et les parents;Permettre aux professionnels de la petite enfance de rester en contact avec les parents. Créer une véritable proximité avec les parents. Suivre l'évolution de l'enfant en crèche.;http://kidizz.com/;2014;Thierry Schmitt, Camille Prévéral;1-5;2;75014;IDF;uploads/logo/kidizzapp_logo.jpg;1;0;1;2018-02-16 15:24:53;;;;;;;Start-up/PME;;Start-up/PME;;;;;;Services publics ou associations;;;;;;;;Services pour publics à besoins éducatifs particuliers ;;;Scolaire & parascolaire;;;;;;;;Social media / outils de collaboration;;;;Supports / équipements;;;;Élèves de maternelle;;;;;;;
